42.2685889,-83.7502572
42.2927271,-83.7244848
42.2728690,-83.7285890
42.2802887,-83.7334078
42.2866313,-83.7406410
42.2791950,-83.7523500
42.2789490,-83.7536200
42.2786940,-83.7548780
42.2785650,-83.7555240
42.2784520,-83.7560750
42.2777590,-83.7595280
42.2777140,-83.7597540
42.2770120,-83.7630890
42.2793873,-83.7513928
42.2772860,-83.7617961
42.2902200,-83.7409260
42.2911045,-83.7406321
42.2676440,-83.7393020
42.2751070,-83.7285070
42.2683470,-83.7595070
42.2683120,-83.7607400
42.2684730,-83.7546863
42.2840858,-83.7588846
42.2710060,-83.7515140
42.2666150,-83.7569810
42.2666840,-83.7526500
42.2666390,-83.7546380
42.2666260,-83.7557860
42.2666030,-83.7582360
42.2665880,-83.7594460
42.2901450,-83.7495130
42.2869740,-83.7607070
42.2866808,-83.7600015
42.2806580,-83.7536710
42.2949960,-83.7610560
42.2710440,-83.7388920
42.2893576,-83.7388934
42.2742096,-83.7406881
42.2696310,-83.7344100
42.2750190,-83.7345810
42.2940460,-83.7298240
42.2760260,-83.7522730
42.2759710,-83.7584760
42.2700330,-83.7524790
42.2822000,-83.7261370
42.2814587,-83.7267661
42.2829649,-83.7264853
42.2824545,-83.7299558
42.2934610,-83.7600400
42.2750747,-83.7300127
42.2813878,-83.7310829
42.2775057,-83.7310065
42.2663250,-83.7340400
42.2669340,-83.7325910
42.2669790,-83.7284400
42.2705510,-83.7285110
42.2706120,-83.7257110
42.2740270,-83.7522770
42.2901490,-83.7509810
42.2744970,-83.7232400
42.2708720,-83.7443910
42.2709130,-83.7431050
42.2774283,-83.7333008
42.2832244,-83.7471598
42.2823576,-83.7484583
42.2795872,-83.7486026
42.2832660,-83.7484062
42.2724100,-83.7288310
42.2805684,-83.7510123
42.2727810,-83.7510240
42.2727660,-83.7513410
42.2719910,-83.7513280
42.2701760,-83.7515490
42.2755940,-83.7615220
42.2755850,-83.7628150
42.2713720,-83.7431060
42.2711840,-83.7416560
42.2735830,-83.7231960
42.2949100,-83.7262270
42.2889490,-83.7495250
42.2855600,-83.7570590
42.2859790,-83.7581070
42.2878750,-83.7630460
42.2839553,-83.7528765
42.2843849,-83.7539992
42.2771840,-83.7585150
42.2946050,-83.7521490
42.2963090,-83.7528940
42.2968010,-83.7527030
42.2905730,-83.7601530
42.2719440,-83.7532357
42.2727310,-83.7532610
42.2702530,-83.7534950
42.2797520,-83.7536470
42.2779980,-83.7535880
42.2759950,-83.7535110
42.2740030,-83.7535080
42.2907830,-83.7557970
42.2816006,-83.7539922
42.2736060,-83.7599470
42.2712220,-83.7522790
42.2710060,-83.7522660
42.2945540,-83.7289050
42.2952290,-83.7295730
42.2733030,-83.7406400
42.2793445,-83.7408140
42.2811964,-83.7409042
42.2721060,-83.7345140
42.2702870,-83.7344230
42.2690610,-83.7343880
42.2679960,-83.7343410
42.2737671,-83.7345686
42.2738507,-83.7331133
42.2780000,-83.7548270
42.2956790,-83.7266800
42.2779916,-83.7499342
42.2906971,-83.7378573
42.2831480,-83.7621650
42.2851460,-83.7621590
42.2733170,-83.7394160
42.2733310,-83.7382010
42.2927635,-83.7387627
42.2739730,-83.7553290
42.2759740,-83.7547670
42.2759640,-83.7559960
42.2759520,-83.7572400
42.2700820,-83.7529720
42.2696870,-83.7529240
42.2694350,-83.7532220
42.2762087,-83.7487863
42.2814124,-83.7270113
42.2816100,-83.7544630
42.2935920,-83.7543540
42.2935300,-83.7563900
42.2935000,-83.7583280
42.2927570,-83.7615650
42.2698540,-83.7322910
42.2795650,-83.7585870
42.2890000,-83.7532630
42.2831200,-83.7601260
42.2861490,-83.7613910
42.2861420,-83.7622090
42.2783773,-83.7310144
42.2865035,-83.7600994
42.2668710,-83.7331230
42.2669470,-83.7314000
42.2669900,-83.7271070
42.2671190,-83.7254730
42.2670189,-83.7269708
42.2757579,-83.7254597
42.2854390,-83.7267790
42.2842280,-83.7265410
42.2695270,-83.7331190
42.2699930,-83.7314570
42.2705720,-83.7271890
42.2717210,-83.7240070
42.2737450,-83.7245730
42.2711990,-83.7225900
42.2727480,-83.7522570
42.2917020,-83.7378180
42.2918966,-83.7390848
42.2888280,-83.7489910
42.2905720,-83.7477200
42.2736240,-83.7234760
42.2754125,-83.7230373
42.2710270,-83.7418460
42.2774800,-83.7316750
42.2754890,-83.7235530
42.2753890,-83.7228420
42.2744310,-83.7175740
42.2758460,-83.7261072
42.2774252,-83.7334774
42.2681180,-83.7330860
42.2681690,-83.7314210
42.2782100,-83.7573160
42.2807530,-83.7567520
42.2921110,-83.7582880
42.2933370,-83.7606830
42.2856180,-83.7357270
42.2862555,-83.7603660
42.2861437,-83.7600813
42.2812740,-83.7439035
42.2848120,-83.7451960
42.2861710,-83.7438230
42.2839680,-83.7397580
42.2848880,-83.7398320
42.2822154,-83.7437968
42.2823126,-83.7437887
42.2830350,-83.7437418
42.2831310,-83.7437372
42.2838822,-83.7437005
42.2847594,-83.7436619
42.2821674,-83.7384784
42.2830840,-83.7385306
42.2841656,-83.7458698
42.2882337,-83.7607440
42.2832130,-83.7467566
42.2780240,-83.7523339
42.2686800,-83.7285090
42.2686180,-83.7297550
42.2705320,-83.7297990
42.2669610,-83.7297330
42.2759282,-83.7325046
42.2890300,-83.7395313
42.2867362,-83.7434424
42.2762119,-83.7500328
42.2812291,-83.7396674
42.2830524,-83.7397417
42.2821392,-83.7397044
42.2780194,-83.7511202
42.2761991,-83.7510867
42.2740473,-83.7510519
42.2760551,-83.7510872
42.2822754,-83.7459868
42.2709307,-83.7406351
42.2867959,-83.7344658
42.2867879,-83.7343968
42.2872764,-83.7338425
42.2891316,-83.7383457
42.2874365,-83.7341709
42.2876427,-83.7333553
42.2863949,-83.7435438
42.2957212,-83.7314469
42.2657377,-83.7350564
42.2680244,-83.7375254
42.2785759,-83.7407919
42.2822554,-83.7356134
42.2764812,-83.7313016
42.2831616,-83.7353207
42.2812234,-83.7339718
