17,43506,25,4296771,25,292018938979227,0,3,52800,42.238441,-83.680252,219.10001,21.84,358.9375,0.41999999,-9.8900003,-10.0,-0.31999999,10.0,3276.7,80
17,43506,25,4296771,25,292018939079222,0,4,52900,42.238461,-83.680252,219.10001,21.82,358.86249,0.25999999,-9.8900003,-10.0,-0.31999999,10.0,3276.7,83
17,43506,25,4296771,25,292018939179226,0,5,53000,42.23848,-83.680252,219.10001,21.84,358.875,0.07,-9.8900003,-10.0,-0.38,10.0,3276.7,85
17,43506,25,4296771,25,292018939279241,0,6,53100,42.238499,-83.680252,219.10001,21.84,358.82501,9.0000004E-2,-9.8900003,-10.0,-0.38,10.0,3276.7,88
17,43506,25,4296771,25,292018939379224,0,7,53200,42.238522,-83.680252,219.10001,21.82,358.88751,0.0,-9.8900003,-10.0,-0.38,10.0,3276.7,90
17,43506,25,4296771,25,292018939479238,0,8,53300,42.238541,-83.680252,219.10001,21.799999,358.92499,2.9999999E-2,-9.8900003,-10.0,-0.13,10.0,3276.7,99
17,43506,25,4296771,25,292018939579226,0,9,53400,42.23856,-83.680252,219.10001,21.76,358.67499,-3.9999999E-2,-9.8900003,-10.0,-0.13,10.0,3276.7,96
17,43506,25,4296771,25,292018939679233,0,10,53500,42.238579,-83.680252,219.10001,21.68,358.73749,2.9999999E-2,-9.8900003,-10.0,0.11,10.0,3276.7,87
17,43506,25,4296771,25,292018939779234,0,11,53600,42.238602,-83.680252,219.10001,21.799999,358.75,0.0,-9.8900003,-10.0,0.30000001,10.0,3276.7,80
17,43506,25,4296771,25,292018939879236,0,12,53700,42.238621,-83.680252,219.10001,21.76,358.76251,-0.2,-9.8900003,-10.0,0.36000001,10.0,3276.7,79
17,43506,25,4296771,25,292018939979237,0,13,53800,42.23864,-83.680252,219.10001,21.74,358.8125,-0.1,-9.8900003,-10.0,0.36000001,10.0,3276.7,82
17,43506,25,4296771,25,292018940079230,0,14,53900,42.238659,-83.680252,219.10001,21.700001,358.96249,-3.9999999E-2,-9.8900003,-10.0,0.36000001,10.0,3276.7,85
17,43506,25,4296771,25,292018940179232,0,15,54000,42.238682,-83.680252,219.10001,21.700001,358.875,9.9999998E-3,-9.8900003,-10.0,0.36000001,10.0,3276.7,88
17,43506,25,4296771,25,292018940279234,0,16,54100,42.238701,-83.68026,219.10001,21.66,358.97501,-0.14,-9.8900003,-10.0,0.36000001,10.0,3276.7,92
17,43506,25,4296771,25,292018940379236,0,17,54200,42.23872,-83.68026,219.10001,21.620001,358.88751,-0.25,-9.8900003,-10.0,0.36000001,10.0,3276.7,94
17,43506,25,4296771,25,292018940479230,0,18,54300,42.238739,-83.68026,219.10001,21.52,359.10001,-0.2,-9.8900003,-10.0,0.41999999,10.0,3276.7,94
17,43506,25,4296771,25,292018940579243,0,19,54400,42.23875,-83.68026,219.10001,21.540001,359.04999,-0.33000001,-9.8900003,-10.0,0.36000001,10.0,3276.7,96
17,43506,25,4296771,25,292018940679227,0,20,54500,42.23877,-83.68026,219.10001,21.52,359.11249,-0.49000001,-9.8900003,-10.0,0.11,10.0,3276.7,94
17,43506,25,4296771,25,292018940779229,0,21,54600,42.238789,-83.68026,219.10001,21.5,359.10001,-0.20999999,-9.8900003,-10.0,-0.07,10.0,3276.7,86
17,43506,25,4296771,25,292018940879237,0,22,54700,42.238811,-83.68026,219.10001,21.48,359.16251,-0.34999999,-9.8900003,-10.0,0.0,10.0,3276.7,87
17,43506,25,4296771,25,292018940979233,0,23,54800,42.238831,-83.68026,219.10001,21.459999,359.16251,-0.38999999,-9.8900003,-10.0,-0.13,10.0,3276.7,86
17,43506,25,4296771,25,292018941079230,0,24,54900,42.23885,-83.68026,219.10001,21.42,359.29999,-0.43000001,-9.8900003,-10.0,-0.38,10.0,3276.7,80
17,43506,25,4296771,25,292018941179083,0,25,55000,42.238869,-83.68026,219.10001,21.4,359.08749,-0.43000001,-9.8900003,-10.0,-0.31999999,10.0,3276.7,82
17,43506,25,4296771,25,292018941279231,0,26,55100,42.238892,-83.68026,219.10001,21.360001,359.03751,-0.43000001,-9.8900003,-10.0,-0.38,10.0,3276.7,84
17,43506,25,4296771,25,292018941379235,0,27,55200,42.238911,-83.68026,219.2,21.32,359.08749,-0.50999999,-9.8900003,-10.0,-0.38,10.0,3276.7,87
17,43506,25,4296771,25,292018941479239,0,28,55300,42.23893,-83.68026,219.2,21.299999,359.13751,-0.31,-9.8900003,-10.0,-0.44,10.0,3276.7,88
17,43506,25,4296771,25,292018941579239,0,29,55400,42.238949,-83.68026,219.2,21.26,359.04999,-0.38999999,-9.8900003,-10.0,-0.38,10.0,3276.7,92
17,43506,25,4296771,25,292018941679232,0,30,55500,42.238972,-83.68026,219.2,21.24,358.96249,-0.54000002,-9.8900003,-10.0,-0.38,10.0,3276.7,95
17,43506,25,4296771,25,292018941779241,0,31,55600,42.238991,-83.68026,219.2,21.18,358.9375,-0.50999999,-9.8900003,-10.0,-0.38,10.0,3276.7,96
17,43506,25,4296771,25,292018941879240,0,32,55700,42.23901,-83.68026,219.2,21.16,358.875,-0.50999999,-9.8900003,-10.0,-0.38,10.0,3276.7,98
17,43506,25,4296771,25,292018941979237,0,33,55800,42.239029,-83.68026,219.2,21.120001,358.86249,-0.50999999,-9.8900003,-10.0,-0.07,10.0,3276.7,92
17,43506,25,4296771,25,292018942079237,0,34,55900,42.23904,-83.68026,219.3,21.1,358.79999,-0.62,-9.8900003,-10.0,0.36000001,10.0,3276.7,76
17,43506,25,4296771,25,292018942179159,0,35,56000,42.239059,-83.680267,219.3,21.059999,358.75,-0.41,-9.8900003,-10.0,0.23999999,10.0,3276.7,78
17,43506,25,4296771,25,292018942279229,0,36,56100,42.239079,-83.680267,219.3,21.02,358.78751,-0.47,-9.8900003,-10.0,0.17,10.0,3276.7,83
17,43506,25,4296771,25,292018942379381,0,37,56200,42.239101,-83.680267,219.3,20.98,358.85001,-0.27000001,-9.8900003,-10.0,0.36000001,10.0,3276.7,82
17,43506,25,4296771,25,292018942479232,0,38,56300,42.23912,-83.680267,219.3,20.959999,358.77499,-0.63999999,-9.8900003,-10.0,0.23999999,10.0,3276.7,88
17,43506,25,4296771,25,292018942579237,0,39,56400,42.23914,-83.680267,219.3,20.92,358.9375,-0.44999999,-9.8900003,-10.0,0.11,10.0,3276.7,96
17,43506,25,4296771,25,292018942679233,0,40,56500,42.239159,-83.680267,219.3,20.879999,358.875,-0.49000001,-9.8900003,-10.0,0.17,10.0,3276.7,98
17,43506,25,4296771,25,292018942779241,0,41,56600,42.239182,-83.680267,219.3,20.84,358.86249,-0.54000002,-9.8900003,-10.0,0.17,10.0,3276.7,98
17,43506,25,4296771,25,292018942879245,0,42,56700,42.239189,-83.680267,219.39999,20.799999,359.02499,-0.49000001,-9.8900003,-10.0,0.17,10.0,3276.7,99
17,43506,25,4296771,25,292018942979225,0,43,56800,42.239208,-83.680267,219.39999,20.76,358.91251,-0.38999999,-9.8900003,-10.0,-0.07,10.0,3276.7,92
17,43506,25,4296771,25,292018943079239,0,44,56900,42.239231,-83.680267,219.39999,20.719999,359.04999,-0.38999999,-9.8900003,-10.0,-0.19,10.0,3276.7,87
17,43506,25,4296771,25,292018943179091,0,45,57000,42.23925,-83.680267,219.39999,20.66,359.02499,-0.43000001,-9.8900003,-10.0,-0.38,10.0,3276.7,82
17,43506,25,4296771,25,292018943279242,0,46,57100,42.239269,-83.680267,219.39999,20.620001,358.89999,-0.33000001,-9.8900003,-10.0,-0.75,10.0,3276.7,71
17,43506,25,4296771,25,292018943379231,0,47,57200,42.239288,-83.680267,219.39999,20.58,359.0,-0.54000002,-9.8900003,-10.0,-0.75,10.0,3276.7,71
17,43506,25,4296771,25,292018943479235,0,48,57300,42.239311,-83.680267,219.5,20.540001,359.04999,-0.37,-9.8900003,-10.0,-0.75,10.0,3276.7,76
17,43506,25,4296771,25,292018943579241,0,49,57400,42.23933,-83.680267,219.5,20.48,358.91251,-0.31,-9.8900003,-10.0,-0.56999999,10.0,3276.7,86
17,43506,25,4296771,25,292018943679241,0,50,57500,42.239342,-83.680267,219.5,20.440001,358.6875,-0.23,-9.8900003,-10.0,-0.75,10.0,3276.7,87
17,43506,25,4296771,25,292018943779232,0,51,57600,42.239361,-83.680267,219.5,20.379999,358.58749,-0.43000001,-9.8900003,-10.0,-0.75,10.0,3276.7,89
17,43506,25,4296771,25,292018943879244,0,52,57700,42.23938,-83.680267,219.5,20.34,358.71249,-0.25,-9.8900003,-10.0,-0.56999999,10.0,3276.7,97
17,43506,25,4296771,25,292018943979245,0,53,57800,42.239399,-83.680267,219.5,20.280001,358.53751,-0.28999999,-9.8900003,-10.0,-0.56999999,10.0,3276.7,100
17,43506,25,4296771,25,292018944079241,0,54,57900,42.239422,-83.680267,219.5,20.219999,358.25,-0.69999999,-9.8900003,-10.0,-0.5,10.0,3276.7,96
17,43506,25,4296771,25,292018944179093,0,55,58000,42.239429,-83.680267,219.5,20.16,358.45001,-0.33000001,-9.8900003,-10.0,-0.38,10.0,3276.7,92
17,43506,25,4296771,25,292018944279230,0,56,58100,42.239449,-83.680267,219.5,20.120001,358.29999,-0.57999998,-9.8900003,-10.0,-0.38,10.0,3276.7,92
17,43506,25,4296771,25,292018944379254,0,57,58300,42.239491,-83.680267,219.60001,20.08,358.27499,-0.75999999,-9.8900003,-10.0,-0.38,10.0,3276.7,92
17,43506,25,4296771,25,292018944479233,0,58,58300,42.239491,-83.680267,219.60001,20.0,358.27499,-0.68000001,-9.8900003,-10.0,-0.38,10.0,3276.7,94
17,43506,25,4296771,25,292018944579241,0,59,58400,42.23951,-83.680267,219.60001,19.959999,358.33749,-0.63999999,-9.8900003,-10.0,-0.38,10.0,3276.7,96
17,43506,25,4296771,25,292018944679239,0,60,58500,42.239521,-83.680267,219.60001,19.9,358.33749,-0.72000003,-9.8900003,-10.0,-0.56999999,10.0,3276.7,98
17,43506,25,4296771,25,292018944779248,0,61,58600,42.23954,-83.680267,219.60001,19.860001,358.04999,-0.57999998,-9.8900003,-10.0,-1.0,10.0,3276.7,82
17,43506,25,4296771,25,292018944879235,0,62,58700,42.239559,-83.680267,219.7,19.799999,358.04999,-0.63999999,-9.8900003,-10.0,-0.94,10.0,-2398.0,81
17,43506,25,4296771,25,292018944979244,0,63,58800,42.239578,-83.680283,219.7,19.76,358.08749,-0.50999999,-9.8900003,-10.0,-0.38,10.0,-2310.3,100
17,43506,25,4296771,25,292018945079240,0,64,58900,42.239601,-83.680283,219.7,19.700001,357.95001,-0.47,-9.8900003,-10.0,0.41999999,10.0,-2381.7,68
17,43506,25,4296771,25,292018945179094,0,65,59000,42.239609,-83.680283,219.7,19.66,357.9375,-0.44999999,-9.8900003,-10.0,0.61000001,10.0,3276.7,56
17,43506,25,4296771,25,292018945279237,0,66,59100,42.239632,-83.680283,219.7,19.6,357.95001,-0.37,-9.8900003,-10.0,0.61000001,10.0,3276.7,58
17,43506,25,4296771,25,292018945379237,0,67,59200,42.239651,-83.680283,219.7,19.559999,357.76251,-0.25,-9.8900003,-10.0,0.49000001,10.0,3276.7,68
17,43506,25,4296771,25,292018945479236,0,68,59300,42.23967,-83.680283,219.7,19.52,358.0,-0.25,-9.8900003,-10.0,0.36000001,10.0,3276.7,80
17,43506,25,4296771,25,292018945579256,0,69,59400,42.239689,-83.680283,219.7,19.459999,357.92499,-0.31,-9.8900003,-10.0,0.23999999,10.0,3276.7,92
17,43506,25,4296771,25,292018945679252,0,70,59500,42.2397,-83.680283,219.7,19.42,358.13751,-0.57999998,-9.8900003,-10.0,0.30000001,10.0,3276.7,96
